Unnamed: 0,PM1.0,PM2.5,PM10,Temperature,Humidity,CO
2021-01-16 00:00:00+07:00,68.9,84.0,153.81,18.02,81.18,956.14
2021-01-16 01:00:00+07:00,69.09,82.84,150.84,17.19,81.53,947.72
2021-01-16 02:00:00+07:00,70.54,85.44,158.7,17.24,81.71,975.9
2021-01-16 03:00:00+07:00,83.82,102.4,188.54,17.18,81.54,1190.45
2021-01-16 04:00:00+07:00,88.56,110.38,206.13,17.06,81.18,1250.27
2021-01-16 05:00:00+07:00,106.12,131.71,247.12,17.0,81.0,1637.05
2021-01-16 06:00:00+07:00,111.0,141.55,268.27,17.06,81.18,1713.25
2021-01-16 07:00:00+07:00,106.56,135.07,251.94,17.0,81.0,1667.96
2021-01-16 08:00:00+07:00,113.44,144.06,269.81,17.18,81.53,1748.41
2021-01-16 09:00:00+07:00,120.4,155.3,296.23,17.8,81.71,1878.13
2021-01-16 10:00:00+07:00,122.36,158.16,300.91,18.14,81.54,2126.71
2021-01-16 11:00:00+07:00,109.46,140.07,263.9,18.3,82.07,1761.1
2021-01-16 12:00:00+07:00,91.67,113.86,209.49,19.21,82.25,1281.04
2021-01-16 13:00:00+07:00,94.52,118.04,221.55,19.25,82.25,1408.52
2021-01-16 14:00:00+07:00,90.33,114.07,213.73,19.14,81.71,1249.79
2021-01-16 15:00:00+07:00,103.65,129.88,243.59,19.21,82.07,1606.32
2021-01-16 16:00:00+07:00,115.88,143.82,270.76,19.14,81.71,1842.85
2021-01-16 17:00:00+07:00,130.18,165.18,313.82,18.81,81.35,2293.86
2021-01-16 18:00:00+07:00,138.79,177.15,333.81,18.24,81.88,2558.35
2021-01-16 19:00:00+07:00,141.4,181.34,346.15,18.29,82.07,2679.06
2021-01-16 20:00:00+07:00,136.49,176.1,334.95,18.2,81.73,2391.9
2021-01-16 21:00:00+07:00,131.66,166.07,311.58,18.19,81.72,2299.67
2021-01-16 22:00:00+07:00,152.75,198.94,381.5,18.33,82.24,3087.41
2021-01-16 23:00:00+07:00,131.46,169.98,323.35,18.33,82.25,2277.36
2021-01-17 00:00:00+07:00,108.69,144.61,277.24,18.12,81.54,1850.2
2021-01-17 01:00:00+07:00,96.71,129.88,250.79,17.04,81.0,1604.22
2021-01-17 02:00:00+07:00,91.73,123.67,237.14,17.06,81.18,1432.05
2021-01-17 03:00:00+07:00,83.7,112.56,213.27,17.0,81.0,1276.8
2021-01-17 04:00:00+07:00,82.24,109.68,207.74,17.0,81.0,1295.54
2021-01-17 05:00:00+07:00,82.76,108.76,207.24,17.06,81.18,1302.18
2021-01-17 06:00:00+07:00,74.88,94.76,177.35,17.06,81.18,1115.94
2021-01-17 07:00:00+07:00,68.76,84.59,157.12,17.0,81.0,1002.27
2021-01-17 08:00:00+07:00,75.82,93.06,171.12,17.0,81.0,1088.91
2021-01-17 09:00:00+07:00,71.03,86.43,157.3,17.0,81.0,1020.21
2021-01-17 10:00:00+07:00,50.61,56.39,101.69,17.0,81.0,736.44
2021-01-17 11:00:00+07:00,33.54,33.37,57.32,17.0,81.0,583.33
2021-01-17 12:00:00+07:00,31.3,30.93,53.07,17.0,81.0,578.18
2021-01-17 13:00:00+07:00,38.17,39.11,68.7,16.19,81.0,616.27
2021-01-17 14:00:00+07:00,36.82,38.24,67.18,16.0,81.0,632.55
2021-01-17 15:00:00+07:00,42.13,43.63,75.63,16.0,81.0,644.19
2021-01-17 16:00:00+07:00,40.65,43.18,74.59,16.0,81.0,654.54
2021-01-17 17:00:00+07:00,46.94,50.88,90.69,16.0,81.0,695.34
2021-01-17 18:00:00+07:00,45.97,49.45,88.3,16.0,81.0,698.3
2021-01-17 19:00:00+07:00,47.16,51.06,90.18,16.07,81.18,716.14
2021-01-17 20:00:00+07:00,53.82,58.58,104.03,16.0,81.0,779.41
2021-01-17 21:00:00+07:00,62.45,68.56,121.79,16.0,81.0,849.71
2021-01-17 22:00:00+07:00,59.67,65.01,116.63,16.07,81.18,814.13
2021-01-17 23:00:00+07:00,54.87,59.19,103.67,16.0,81.0,744.57
2021-01-18 00:00:00+07:00,42.42,45.33,79.64,16.0,81.0,656.94
2021-01-18 01:00:00+07:00,37.27,39.87,69.62,15.99,81.0,620.92
2021-01-18 02:00:00+07:00,41.82,46.78,84.51,15.02,81.0,691.06
2021-01-18 03:00:00+07:00,37.0,39.69,70.13,15.0,81.0,622.75
2021-01-18 04:00:00+07:00,36.63,40.31,71.38,15.0,81.0,626.62
2021-01-18 05:00:00+07:00,37.37,40.19,71.99,15.08,81.18,640.22
2021-01-18 06:00:00+07:00,37.55,40.04,70.6,15.0,81.0,636.02
2021-01-18 07:00:00+07:00,35.16,38.04,68.22,15.0,81.0,628.56
2021-01-18 08:00:00+07:00,44.46,49.2,91.64,15.0,81.0,679.19
2021-01-18 09:00:00+07:00,28.5,30.0,52.33,15.51,81.0,489.31
2021-01-18 10:00:00+07:00,28.26,30.28,54.03,16.14,81.19,526.68
2021-01-18 11:00:00+07:00,27.97,27.76,48.22,17.13,81.39,509.38
2021-01-18 12:00:00+07:00,32.09,33.34,57.94,17.46,81.37,503.8
2021-01-18 13:00:00+07:00,38.27,40.82,70.82,18.19,81.72,570.12
2021-01-18 14:00:00+07:00,35.71,36.57,64.14,18.72,81.39,533.57
2021-01-18 15:00:00+07:00,39.45,43.0,75.91,19.16,81.79,530.57
2021-01-18 16:00:00+07:00,41.54,45.46,81.15,19.16,81.8,568.37
2021-01-18 17:00:00+07:00,45.53,50.03,87.43,18.36,82.03,583.93
2021-01-18 18:00:00+07:00,74.22,84.48,153.48,17.78,81.19,852.85
2021-01-18 19:00:00+07:00,101.11,116.56,206.89,17.0,81.0,1400.73
2021-01-18 20:00:00+07:00,,,,,,
2021-01-18 21:00:00+07:00,,,,,,
2021-01-18 22:00:00+07:00,,,,,,
2021-01-18 23:00:00+07:00,,,,,,
2021-01-19 00:00:00+07:00,,,,,,
2021-01-19 01:00:00+07:00,,,,,,
2021-01-19 02:00:00+07:00,,,,,,
2021-01-19 03:00:00+07:00,,,,,,
2021-01-19 04:00:00+07:00,,,,,,
2021-01-19 05:00:00+07:00,,,,,,
2021-01-19 06:00:00+07:00,,,,,,
2021-01-19 07:00:00+07:00,,,,,,
2021-01-19 08:00:00+07:00,120.24,146.16,276.82,15.0,81.0,1765.11
2021-01-19 09:00:00+07:00,129.35,156.47,294.55,15.21,81.0,1785.56
2021-01-19 10:00:00+07:00,105.57,127.19,239.35,16.27,81.38,1112.95
2021-01-19 11:00:00+07:00,59.22,68.74,123.52,17.32,81.0,620.54
2021-01-19 12:00:00+07:00,57.0,68.63,123.88,18.15,81.56,644.6
2021-01-19 13:00:00+07:00,52.89,62.26,111.45,19.1,81.54,681.52
2021-01-19 14:00:00+07:00,51.88,61.0,109.76,19.12,81.58,619.47
2021-01-19 15:00:00+07:00,42.87,48.29,85.1,19.86,81.71,634.1
2021-01-19 16:00:00+07:00,45.47,50.3,91.19,19.65,81.9,628.45
2021-01-19 17:00:00+07:00,46.55,52.07,93.11,19.15,81.77,645.03
2021-01-19 18:00:00+07:00,56.23,64.31,117.46,18.54,82.24,728.24
2021-01-19 19:00:00+07:00,54.47,62.82,112.65,18.08,81.35,800.49
2021-01-19 20:00:00+07:00,52.83,62.0,114.83,17.03,81.0,827.31
2021-01-19 21:00:00+07:00,,,,,,
2021-01-19 22:00:00+07:00,,,,,,
2021-01-19 23:00:00+07:00,,,,,,
2021-01-20 00:00:00+07:00,,,,,,
2021-01-20 01:00:00+07:00,,,,,,
2021-01-20 02:00:00+07:00,,,,,,
2021-01-20 03:00:00+07:00,,,,,,
2021-01-20 04:00:00+07:00,,,,,,
2021-01-20 05:00:00+07:00,,,,,,
2021-01-20 06:00:00+07:00,,,,,,
2021-01-20 07:00:00+07:00,,,,,,
2021-01-20 08:00:00+07:00,146.26,188.6,364.91,16.0,81.0,2903.8
2021-01-20 09:00:00+07:00,134.45,170.27,325.18,16.0,81.0,1908.91
2021-01-20 10:00:00+07:00,122.36,154.09,290.43,16.96,81.18,1567.61
2021-01-20 11:00:00+07:00,120.82,155.64,292.55,17.12,81.18,1499.51
2021-01-20 12:00:00+07:00,115.62,147.48,281.86,18.05,81.18,1368.57
2021-01-20 13:00:00+07:00,109.13,137.78,263.0,18.14,81.54,1330.0
2021-01-20 14:00:00+07:00,84.42,110.75,211.83,18.98,81.89,1085.69
2021-01-20 15:00:00+07:00,60.0,75.35,141.0,19.21,82.06,922.44
2021-01-20 16:00:00+07:00,52.97,67.58,123.08,19.14,81.71,794.95
2021-01-20 17:00:00+07:00,56.43,71.06,128.75,19.11,81.54,874.89
2021-01-20 18:00:00+07:00,59.13,73.32,133.4,19.25,82.25,865.9
2021-01-20 19:00:00+07:00,54.66,65.69,120.85,19.16,81.81,829.68
2021-01-20 20:00:00+07:00,,,,,,
2021-01-20 21:00:00+07:00,,,,,,
2021-01-20 22:00:00+07:00,,,,,,
2021-01-20 23:00:00+07:00,,,,,,
2021-01-21 00:00:00+07:00,,,,,,
2021-01-21 01:00:00+07:00,,,,,,
2021-01-21 02:00:00+07:00,,,,,,
2021-01-21 03:00:00+07:00,,,,,,
2021-01-21 04:00:00+07:00,,,,,,
2021-01-21 05:00:00+07:00,,,,,,
2021-01-21 06:00:00+07:00,,,,,,
2021-01-21 07:00:00+07:00,,,,,,
2021-01-21 08:00:00+07:00,104.85,132.89,254.64,17.08,81.25,1621.12
2021-01-21 09:00:00+07:00,107.23,136.08,257.62,17.06,81.18,1416.64
2021-01-21 10:00:00+07:00,107.62,135.54,258.85,17.18,81.53,1405.78
2021-01-21 11:00:00+07:00,119.19,153.37,289.77,17.0,81.0,1483.07
2021-01-21 12:00:00+07:00,119.37,157.16,297.8,17.06,81.18,1641.6
2021-01-21 13:00:00+07:00,109.89,142.52,272.51,17.06,81.18,1749.43
2021-01-21 14:00:00+07:00,97.54,129.31,247.77,18.04,81.54,1328.0
2021-01-21 15:00:00+07:00,95.21,126.05,240.23,18.19,81.71,1137.57
2021-01-21 16:00:00+07:00,98.62,131.15,253.44,18.29,82.07,1410.8
2021-01-21 17:00:00+07:00,105.42,136.24,264.29,18.2,81.73,1315.12
2021-01-21 18:00:00+07:00,119.27,156.87,301.27,18.14,81.54,1965.25
2021-01-21 19:00:00+07:00,126.06,164.35,318.06,18.29,82.07,2321.08
2021-01-21 20:00:00+07:00,123.69,162.94,311.38,18.11,81.39,2357.46
2021-01-21 21:00:00+07:00,122.71,159.83,307.65,18.3,82.14,2272.47
2021-01-21 22:00:00+07:00,125.91,166.97,321.48,18.1,81.36,2327.01
2021-01-21 23:00:00+07:00,131.0,173.08,337.78,18.24,81.89,2376.37
2021-01-22 00:00:00+07:00,111.7,144.7,281.11,18.14,81.54,1785.73
2021-01-22 01:00:00+07:00,99.07,129.87,247.33,18.14,81.54,1472.0
2021-01-22 02:00:00+07:00,94.47,121.29,231.65,18.24,82.06,1461.87
2021-01-22 03:00:00+07:00,91.12,119.12,227.29,17.59,82.06,1428.93
2021-01-22 04:00:00+07:00,92.8,118.87,226.93,17.18,81.53,1308.99
2021-01-22 05:00:00+07:00,85.75,108.76,205.67,17.06,81.18,1230.29
2021-01-22 06:00:00+07:00,83.85,105.64,201.37,17.18,81.54,1246.85
2021-01-22 07:00:00+07:00,88.57,110.67,211.86,17.12,81.36,1264.39
2021-01-22 08:00:00+07:00,92.73,119.4,225.89,18.23,82.15,1451.21
2021-01-22 09:00:00+07:00,96.29,124.88,238.59,18.24,81.88,1524.92
2021-01-22 10:00:00+07:00,99.31,127.67,244.15,18.81,81.71,1570.74
2021-01-22 11:00:00+07:00,91.83,118.49,223.73,19.08,81.38,1393.56
2021-01-22 12:00:00+07:00,85.17,110.3,209.03,19.65,81.18,1253.1
2021-01-22 13:00:00+07:00,78.07,97.82,183.64,20.05,81.36,1141.42
2021-01-22 14:00:00+07:00,72.14,89.43,164.86,20.07,81.5,993.12
2021-01-22 15:00:00+07:00,,,,,,
2021-01-22 16:00:00+07:00,,,,,,
2021-01-22 17:00:00+07:00,,,,,,
2021-01-22 18:00:00+07:00,,,,,,
2021-01-22 19:00:00+07:00,,,,,,
2021-01-22 20:00:00+07:00,,,,,,
2021-01-22 21:00:00+07:00,,,,,,
2021-01-22 22:00:00+07:00,,,,,,
2021-01-22 23:00:00+07:00,,,,,,
2021-01-23 00:00:00+07:00,,,,,,
2021-01-23 01:00:00+07:00,,,,,,
2021-01-23 02:00:00+07:00,,,,,,
2021-01-23 03:00:00+07:00,,,,,,
2021-01-23 04:00:00+07:00,,,,,,
2021-01-23 05:00:00+07:00,,,,,,
2021-01-23 06:00:00+07:00,,,,,,
2021-01-23 07:00:00+07:00,,,,,,
2021-01-23 08:00:00+07:00,,,,,,
2021-01-23 09:00:00+07:00,,,,,,
2021-01-23 10:00:00+07:00,,,,,,
2021-01-23 11:00:00+07:00,,,,,,
2021-01-23 12:00:00+07:00,,,,,,
2021-01-23 13:00:00+07:00,,,,,,
2021-01-23 14:00:00+07:00,,,,,,
2021-01-23 15:00:00+07:00,,,,,,
2021-01-23 16:00:00+07:00,,,,,,
2021-01-23 17:00:00+07:00,,,,,,
2021-01-23 18:00:00+07:00,,,,,,
2021-01-23 19:00:00+07:00,,,,,,
2021-01-23 20:00:00+07:00,,,,,,
2021-01-23 21:00:00+07:00,,,,,,
2021-01-23 22:00:00+07:00,,,,,,
2021-01-23 23:00:00+07:00,,,,,,
2021-01-24 00:00:00+07:00,,,,,,
2021-01-24 01:00:00+07:00,,,,,,
2021-01-24 02:00:00+07:00,,,,,,
2021-01-24 03:00:00+07:00,,,,,,
2021-01-24 04:00:00+07:00,,,,,,
2021-01-24 05:00:00+07:00,,,,,,
2021-01-24 06:00:00+07:00,,,,,,
2021-01-24 07:00:00+07:00,,,,,,
2021-01-24 08:00:00+07:00,,,,,,
2021-01-24 09:00:00+07:00,,,,,,
2021-01-24 10:00:00+07:00,,,,,,
2021-01-24 11:00:00+07:00,,,,,,
2021-01-24 12:00:00+07:00,,,,,,
2021-01-24 13:00:00+07:00,,,,,,
2021-01-24 14:00:00+07:00,,,,,,
2021-01-24 15:00:00+07:00,,,,,,
2021-01-24 16:00:00+07:00,,,,,,
2021-01-24 17:00:00+07:00,,,,,,
2021-01-24 18:00:00+07:00,,,,,,
2021-01-24 19:00:00+07:00,,,,,,
2021-01-24 20:00:00+07:00,,,,,,
2021-01-24 21:00:00+07:00,,,,,,
2021-01-24 22:00:00+07:00,,,,,,
2021-01-24 23:00:00+07:00,,,,,,
2021-01-25 00:00:00+07:00,,,,,,
2021-01-25 01:00:00+07:00,,,,,,
2021-01-25 02:00:00+07:00,,,,,,
2021-01-25 03:00:00+07:00,,,,,,
2021-01-25 04:00:00+07:00,,,,,,
2021-01-25 05:00:00+07:00,,,,,,
2021-01-25 06:00:00+07:00,,,,,,
2021-01-25 07:00:00+07:00,,,,,,
2021-01-25 08:00:00+07:00,45.71,58.4,108.2,19.57,81.74,752.48
2021-01-25 09:00:00+07:00,45.31,57.02,102.73,19.95,81.36,720.79
2021-01-25 10:00:00+07:00,50.02,62.9,113.97,20.17,82.27,757.06
2021-01-25 11:00:00+07:00,46.55,59.31,107.49,20.14,82.08,701.75
2021-01-25 12:00:00+07:00,50.06,62.35,114.12,20.12,81.88,803.75
2021-01-25 13:00:00+07:00,41.23,52.46,94.85,20.12,81.88,655.38
2021-01-25 14:00:00+07:00,42.07,51.87,94.6,20.16,82.24,688.69
2021-01-25 15:00:00+07:00,40.53,51.14,93.29,20.14,82.08,679.16
2021-01-25 16:00:00+07:00,38.73,48.55,86.84,20.19,82.41,680.8
2021-01-25 17:00:00+07:00,36.3,44.33,79.9,20.1,81.71,654.61
2021-01-25 18:00:00+07:00,41.02,49.98,90.22,20.14,82.08,701.93
2021-01-25 19:00:00+07:00,46.94,56.56,101.75,20.05,81.36,739.67
2021-01-25 20:00:00+07:00,46.71,55.06,99.13,20.26,82.96,750.65
2021-01-25 21:00:00+07:00,153.6,220.63,420.4,20.07,81.54,34085.34
2021-01-25 22:00:00+07:00,32.24,37.0,65.24,20.05,81.35,618.56
2021-01-25 23:00:00+07:00,27.4,31.52,54.82,19.48,81.54,583.25
2021-01-26 00:00:00+07:00,22.73,26.55,45.95,19.0,81.0,531.9
2021-01-26 01:00:00+07:00,22.22,26.4,46.7,19.11,81.54,546.86
2021-01-26 02:00:00+07:00,25.25,29.25,52.0,19.07,81.36,574.24
2021-01-26 03:00:00+07:00,22.48,26.45,47.98,19.11,81.55,561.63
2021-01-26 04:00:00+07:00,21.43,25.43,45.07,19.11,81.53,529.64
2021-01-26 05:00:00+07:00,25.63,29.69,52.06,19.11,81.53,566.07
2021-01-26 06:00:00+07:00,27.68,31.37,55.53,19.18,81.88,585.78
2021-01-26 07:00:00+07:00,43.27,49.37,89.58,19.14,81.71,731.89
2021-01-26 08:00:00+07:00,29.42,35.52,64.33,19.07,81.36,614.13
2021-01-26 09:00:00+07:00,31.91,38.53,69.38,20.02,81.88,630.11
2021-01-26 10:00:00+07:00,34.72,42.98,75.02,20.1,81.71,585.98
2021-01-26 11:00:00+07:00,36.0,44.25,81.27,20.96,81.54,660.8
2021-01-26 12:00:00+07:00,34.33,41.17,72.25,21.07,82.06,580.58
2021-01-26 13:00:00+07:00,32.59,39.59,71.35,21.06,81.88,634.8
2021-01-26 14:00:00+07:00,36.31,45.88,83.56,21.06,81.89,670.76
2021-01-26 15:00:00+07:00,35.63,44.6,81.41,21.76,82.79,651.83
2021-01-26 16:00:00+07:00,35.07,42.17,75.17,21.54,81.36,619.52
2021-01-26 17:00:00+07:00,52.5,59.09,105.63,21.08,82.24,755.01
2021-01-26 18:00:00+07:00,63.21,71.58,127.24,20.49,82.25,959.46
2021-01-26 19:00:00+07:00,40.63,46.84,83.33,20.05,81.36,681.46
2021-01-26 20:00:00+07:00,37.06,44.94,81.18,20.07,81.54,679.67
2021-01-26 21:00:00+07:00,35.19,43.13,77.19,19.79,81.88,644.73
2021-01-26 22:00:00+07:00,35.13,42.8,79.0,19.18,81.88,632.35
2021-01-26 23:00:00+07:00,26.63,34.19,62.44,19.21,82.06,593.25
2021-01-27 00:00:00+07:00,25.93,33.12,60.45,19.0,81.0,595.2
2021-01-27 01:00:00+07:00,20.9,25.51,46.0,19.18,81.89,543.35
2021-01-27 02:00:00+07:00,18.03,20.76,37.85,19.18,81.89,526.14
2021-01-27 03:00:00+07:00,24.94,27.35,48.95,19.18,81.9,564.24
2021-01-27 04:00:00+07:00,20.24,23.85,43.47,19.11,81.54,550.5
2021-01-27 05:00:00+07:00,20.82,24.18,43.24,19.11,81.53,544.93
2021-01-27 06:00:00+07:00,20.69,25.25,45.31,19.14,81.71,544.31
2021-01-27 07:00:00+07:00,30.29,36.53,67.12,19.18,81.88,623.41
2021-01-27 08:00:00+07:00,31.2,34.8,61.27,19.18,81.88,587.12
2021-01-27 09:00:00+07:00,20.81,21.81,39.29,19.18,81.91,493.59
2021-01-27 10:00:00+07:00,22.17,23.02,39.53,19.59,81.54,521.64
2021-01-27 11:00:00+07:00,24.08,25.37,44.35,20.02,81.18,542.7
2021-01-27 12:00:00+07:00,24.94,27.25,46.69,20.99,82.43,557.25
2021-01-27 13:00:00+07:00,25.4,28.36,49.04,21.11,82.61,522.27
2021-01-27 14:00:00+07:00,26.13,29.67,53.2,21.04,81.6,501.09
2021-01-27 15:00:00+07:00,28.12,31.16,55.16,21.06,81.9,531.0
2021-01-27 16:00:00+07:00,32.87,36.75,63.64,21.02,81.36,586.64
2021-01-27 17:00:00+07:00,72.47,94.57,183.16,21.08,82.24,1430.98
2021-01-27 18:00:00+07:00,98.85,153.66,318.25,21.06,81.89,99832.99
2021-01-27 19:00:00+07:00,91.09,128.79,255.15,20.13,81.53,14055.19
2021-01-27 20:00:00+07:00,32.39,36.36,66.15,20.12,81.9,622.31
2021-01-27 21:00:00+07:00,26.0,28.07,49.13,20.05,81.36,573.55
2021-01-27 22:00:00+07:00,22.32,24.29,43.55,19.8,81.54,543.02
2021-01-27 23:00:00+07:00,18.68,19.0,33.54,19.13,81.54,511.67
2021-01-28 00:00:00+07:00,18.81,19.44,33.88,19.18,81.88,514.01
2021-01-28 01:00:00+07:00,19.73,22.64,40.57,19.04,81.18,535.54
2021-01-28 02:00:00+07:00,26.34,31.55,57.41,19.18,81.9,564.2
2021-01-28 03:00:00+07:00,35.44,43.38,79.19,19.07,81.36,654.01
2021-01-28 04:00:00+07:00,39.59,47.06,83.53,19.18,81.88,681.79
2021-01-28 05:00:00+07:00,43.06,50.48,92.25,19.14,81.71,691.04
2021-01-28 06:00:00+07:00,45.94,55.88,102.24,19.11,81.53,748.73
2021-01-28 07:00:00+07:00,52.42,65.61,122.36,19.18,81.89,833.46
2021-01-28 08:00:00+07:00,63.56,74.04,133.85,19.14,81.71,898.76
2021-01-28 09:00:00+07:00,44.59,50.96,90.08,19.18,81.89,642.92
2021-01-28 10:00:00+07:00,27.35,26.35,46.72,18.65,81.89,510.51
2021-01-28 11:00:00+07:00,15.27,12.38,21.11,18.29,82.07,473.33
2021-01-28 12:00:00+07:00,14.14,11.43,19.5,18.38,82.43,476.14
2021-01-28 13:00:00+07:00,14.08,11.77,19.62,18.43,82.61,473.76
2021-01-28 14:00:00+07:00,15.64,14.27,23.73,18.19,81.72,474.04
2021-01-28 15:00:00+07:00,16.4,14.8,24.9,18.2,81.75,476.75
2021-01-28 16:00:00+07:00,19.51,19.4,33.4,18.34,82.27,490.69
2021-01-28 17:00:00+07:00,24.44,24.78,43.3,18.24,81.89,539.67
2021-01-28 18:00:00+07:00,33.91,34.4,60.13,18.19,81.71,548.2
2021-01-28 19:00:00+07:00,40.57,44.51,79.76,18.29,82.07,650.56
2021-01-28 20:00:00+07:00,48.81,55.25,99.66,18.43,82.61,740.23
2021-01-28 21:00:00+07:00,47.18,54.53,98.47,18.1,81.36,747.19
2021-01-28 22:00:00+07:00,45.56,53.75,97.0,17.38,81.0,714.0
2021-01-28 23:00:00+07:00,39.81,46.31,82.13,17.0,81.0,663.32
2021-01-29 00:00:00+07:00,40.8,48.33,88.07,17.18,81.53,663.68
2021-01-29 01:00:00+07:00,40.94,48.71,90.59,17.21,81.35,699.76
2021-01-29 02:00:00+07:00,40.01,44.69,79.16,18.01,81.18,665.19
2021-01-29 03:00:00+07:00,42.54,46.06,81.63,18.14,81.54,674.26
2021-01-29 04:00:00+07:00,41.94,45.44,82.97,18.26,82.06,674.93
2021-01-29 05:00:00+07:00,43.42,48.27,86.15,18.12,81.54,689.43
2021-01-29 06:00:00+07:00,46.65,51.62,91.56,18.15,81.89,694.82
2021-01-29 07:00:00+07:00,51.41,56.82,102.59,18.27,82.06,757.44
2021-01-29 08:00:00+07:00,57.65,64.0,117.71,18.33,82.25,825.75
2021-01-29 09:00:00+07:00,60.06,66.71,123.67,18.14,81.54,743.4
2021-01-29 10:00:00+07:00,52.24,59.24,105.71,18.19,81.72,692.2
2021-01-29 11:00:00+07:00,48.51,54.73,99.76,19.1,82.11,657.16
2021-01-29 12:00:00+07:00,46.57,53.63,95.62,19.21,82.07,706.19
2021-01-29 13:00:00+07:00,55.35,64.12,115.88,19.56,81.35,809.39
2021-01-29 14:00:00+07:00,54.74,63.55,115.03,20.02,81.18,774.79
2021-01-29 15:00:00+07:00,63.9,75.15,135.57,20.09,81.71,853.21
2021-01-29 16:00:00+07:00,62.66,75.9,139.36,20.05,81.36,851.71
2021-01-29 17:00:00+07:00,63.58,77.72,142.19,19.82,81.54,928.25
2021-01-29 18:00:00+07:00,61.14,74.67,136.52,19.21,82.07,875.79
2021-01-29 19:00:00+07:00,55.94,67.24,123.71,19.14,81.71,852.31
2021-01-29 20:00:00+07:00,58.13,69.44,127.25,18.69,81.71,833.31
2021-01-29 21:00:00+07:00,55.73,68.0,125.73,18.24,81.89,845.86
2021-01-29 22:00:00+07:00,61.79,76.85,144.17,18.19,81.72,924.76
2021-01-29 23:00:00+07:00,59.82,76.78,141.79,18.19,81.71,921.32
2021-01-30 00:00:00+07:00,60.17,79.33,151.21,18.1,81.36,922.18
2021-01-30 01:00:00+07:00,55.98,72.92,138.14,18.14,81.54,836.85
2021-01-30 02:00:00+07:00,50.93,66.07,122.24,18.33,82.25,839.7
2021-01-30 03:00:00+07:00,52.35,69.0,130.0,18.24,81.88,859.61
2021-01-30 04:00:00+07:00,50.59,64.24,119.71,18.24,81.88,817.45
2021-01-30 05:00:00+07:00,48.37,61.87,115.56,18.14,81.53,799.76
2021-01-30 06:00:00+07:00,47.49,58.38,111.73,18.14,81.54,754.89
2021-01-30 07:00:00+07:00,48.24,59.81,110.96,18.24,81.89,782.26
2021-01-30 08:00:00+07:00,65.13,82.16,154.75,18.29,82.07,982.37
2021-01-30 09:00:00+07:00,57.4,69.73,129.46,18.14,81.54,837.23
2021-01-30 10:00:00+07:00,54.63,66.25,120.93,18.24,81.89,831.19
2021-01-30 11:00:00+07:00,57.71,70.59,129.18,18.2,81.71,870.12
2021-01-30 12:00:00+07:00,62.38,76.69,142.31,18.83,82.07,910.62
2021-01-30 13:00:00+07:00,72.35,88.24,162.65,19.18,81.88,1037.93
2021-01-30 14:00:00+07:00,74.72,89.97,167.4,19.11,81.53,986.31
2021-01-30 15:00:00+07:00,85.22,104.37,196.01,19.14,81.71,1226.54
2021-01-30 16:00:00+07:00,84.94,103.3,190.7,19.14,81.71,1163.62
2021-01-30 17:00:00+07:00,90.78,113.64,213.7,18.8,82.79,1348.71
2021-01-30 18:00:00+07:00,92.7,115.64,218.46,18.29,82.07,1377.95
2021-01-30 19:00:00+07:00,95.63,117.13,220.73,18.29,82.07,1397.46
2021-01-30 20:00:00+07:00,112.73,135.54,254.84,18.29,82.07,1687.82
2021-01-30 21:00:00+07:00,107.63,133.97,253.21,18.29,82.07,1656.15
2021-01-30 22:00:00+07:00,103.69,127.19,239.03,18.29,82.07,1544.17
2021-01-30 23:00:00+07:00,85.3,106.6,198.61,18.05,81.18,1246.86
2021-01-31 00:00:00+07:00,84.24,104.88,199.76,18.29,82.07,1254.99
2021-01-31 01:00:00+07:00,82.2,104.09,196.92,18.33,82.22,1165.43
2021-01-31 02:00:00+07:00,72.45,90.97,171.07,18.24,81.9,1085.88
2021-01-31 03:00:00+07:00,67.48,84.17,153.37,18.29,82.07,955.2
2021-01-31 04:00:00+07:00,63.49,78.56,144.56,18.09,81.35,942.66
2021-01-31 05:00:00+07:00,56.95,72.05,136.38,18.1,81.36,860.21
2021-01-31 06:00:00+07:00,53.94,67.9,125.87,18.19,81.72,832.24
2021-01-31 07:00:00+07:00,52.32,63.7,117.87,18.14,81.54,794.61
2021-01-31 08:00:00+07:00,65.12,79.82,148.12,18.25,81.88,959.96
2021-01-31 09:00:00+07:00,63.94,77.79,144.71,18.51,81.71,910.27
2021-01-31 10:00:00+07:00,51.87,63.7,119.95,19.04,81.36,795.93
2021-01-31 11:00:00+07:00,52.36,63.72,118.66,19.04,81.18,816.11
2021-01-31 12:00:00+07:00,63.28,79.3,145.85,19.11,81.54,951.29
2021-01-31 13:00:00+07:00,82.88,102.75,193.06,18.79,81.71,1184.5
2021-01-31 14:00:00+07:00,96.57,122.15,232.31,18.19,81.71,1486.37
2021-01-31 15:00:00+07:00,98.94,125.82,239.88,18.28,82.06,1541.29
2021-01-31 16:00:00+07:00,100.94,128.41,242.24,18.24,81.88,1578.58
2021-01-31 17:00:00+07:00,82.03,100.83,187.43,18.24,81.89,1158.55
2021-01-31 18:00:00+07:00,52.44,60.64,110.75,18.94,81.71,748.3
2021-01-31 19:00:00+07:00,49.61,56.52,100.21,19.11,81.55,762.94
2021-01-31 20:00:00+07:00,37.0,40.69,72.5,19.18,81.89,638.89
2021-01-31 21:00:00+07:00,30.8,33.13,58.87,19.07,81.35,578.35
